name,genres,popularity,id
GFSTR,['phonk'],46,1acH7qRfq0qFUds5cXRg2i
YUJU,['k-ballad'],44,7Bu0r4MCDX3sbhcFD5IXyx
G Fatt,[],39,675aQi7siVU69CMuT9OvZ7
VIVIZ,['k-pop'],58,7Lq3yAtwi0Z7zpxEwbQQNZ
SinB,['k-pop'],42,0tZl5OAXf9jYXFmfRGejs2
G Fredo,"['drill', 'new york drill', 'brooklyn drill']",35,1ltM0dLXoo3JukbqxHS8zJ
GFDM,['future house'],32,6AIKpm3NV3gJ4UrvrMCJIj
GFEENI,[],18,52Fi6VNZSAQDLHsfCbV3Ob
GFOURY COMPANY,"['reggaeton chileno', 'chilean trap', 'chilean mambo', 'guaracha']",38,21lrNRtgZWtOV0g1ThhYEs
IVE,['k-pop'],75,6RHTUrRF63xao58xh9FXYJ
Los Gfez,"['banda', 'norteño', 'corrido']",44,21oKCrUHWbio1GrIP6zpcF
GFBF,[],12,0yb9GlUifSqy5jwRrU20zL
The GFM Band,['christian rock'],11,1G2MgpunAePYtc83tCxZYK
G-Funk,"['punjabi hip hop', 'punjabi pop']",42,5fYzmklFOBvIXZef0iVmEH
G-Foe,[],33,1QBg2a3241yL2hMaCsgKjZ
GFH Youngan,[],18,4gn4WPjWKS77U7UIrdKvlW
GD&TOP,"['k-pop', 'k-rap']",54,3e3oLJehq4vQl2H0FAJnvn
Gianni Ferrio,[],29,2Ia7HKF0YVV0IGkgeQWeDX
"Gold, Frankincense, & Myrrh",['christian rock'],18,2NzvxoOoIshAvoQ2wYbZhj
22gfay,[],45,6s42W36OZkRrPGbmrS8bOs
Red Velvet,['k-pop'],70,1z4g3DjTBBZKhvAroFlhOM
GFACE BABY,[],14,5ICsh78pdXUZk2oJ3udSkM
G.F.N,[],1,07Y8BNVX4lmdi7Fph89em3
GFlace,[],14,100SBLqn9z7RZ5OJle4oZu
(G)I-DLE,['k-pop'],72,2AfmfGFbe0A0WsTYm0SDTx
GFraydo,[],12,04CXbaXnbA5XunIm9PN7yG
Girls' Generation,['k-pop'],63,0Sadg1vgvaPqGTOjxu0N6c
Songfinch,[],27,7iqGNIAJsAtAqIERgdqAYy
Gummibär,"[""children's music""]",56,6NJb7ZCMVLu2ZXwWJa2O3G
Gfive,[],11,0Ti40lo2tyhHAkcDMyUpiO
gfm noah,[],2,6LQazWAi6VY8hASWKaCUPg
GFAB,"['pinoy r&b', 'pinoy hip hop', 'opm']",25,7rJjSgk5wJNrzFvqoqAcXe
fromis_9,"['k-pop', 'bubblegum pop']",60,24nUVBIlCGi4twz4nYxJum
Apink,['k-pop'],53,2uWcrwgWmZcQc3IPBs3tfU
GFM,['german hip hop'],27,1FXGKRiVzLEDCebusyZEfh
TWICE,['k-pop'],79,7n2Ycct7Beij7Dj7meI4X0
GFMBRYYCE,[],11,2RbmiKrtTEzuIXJec5vF97
GFS A Cappella,[],3,2Bpmnre8fVsEtdl7XRyw5f
GG Allin,"['punk', 'hardcore punk']",38,5Nx3gPpU2OFLI80rv7fDX5
GFAM UNIT,[],9,3AbO9n7FRTj251EH58q0P1
Ghost Mountain,"['witch house', 'cloud rap']",45,5Hxx7FpVvps2OZLl6LUfJi
G.FiT,['german hip hop'],32,1DkCHfBJDYolHvKJrpZ4JC
Kedr Livanskiy,[],35,7deuX0YejjlcB4uLcdgEDW
GFB,[],25,0IFSa1OX3TOtBQw3zcQrx3
GG Allin,"['punk', 'hardcore punk']",38,5Nx3gPpU2OFLI80rv7fDX5
Girls' Generation,['k-pop'],63,0Sadg1vgvaPqGTOjxu0N6c
ggg.,['jazz beats'],37,05tPHmchy3OhzCiskh6sfG
GG Magree,"['melodic bass', 'dubstep', 'future bass', 'edm']",46,54pgkpWVgQYbQXD8bkUP8n
Gigi Perez,[],79,1iCnM8foFssWlPRLfAbIwo
Great Good Fine Ok,[],47,422RLznpwUa5FsQgnTlgUH
Ghost,"['metal', 'hard rock']",72,1Qp56T7n950O3EGMsSl81D
George Gershwin,['ragtime'],48,1YuknfkSYTTbolRpwZBOv4
GGsqueeze,[],21,1KZo4u1pyaXi3or2P9Bx7n
GG Osama,[],18,3aOctHWapMwtCYtpMZ6jGc
GG,[],49,0kbBijEWCi7FWrBpnpOcHd
ggwendolyn,[],28,6IcYZpRmCcm5E3MMfA42Hi
GGTQ All Stars,[],41,2lvxliTzqHNjv7hOulrHCS
YEONJUN,['k-pop'],62,2Mo2yHjmrDRZW7yRuJwR2w
GGO Kurt,[],28,0vz5Vjiz8a9dq9PEBACdRG
Gurinder Gill,"['punjabi hip hop', 'punjabi pop', 'bhangra', 'desi', 'desi hip hop', 'desi pop']",68,5DHi2MeoRgAwPE0A0qwRMl
Ggreco,[],45,1xmg9v1H65Mxv8bprL3yMU
GGGOLDDD,['doom metal'],29,6ggf9cwxdhYNLFPhf4CazJ
GGM LIL DRAGON,['k-rap'],35,41mlkzYR9tlZ8ZByH6yhCS
G.G. Allin & Antiseen,"['hardcore punk', 'punk']",15,5CVCrprRcUIjDwOKVFRN9r
gg,[],29,12XC7Vu5zRQ9Q8UFmX6Fnw
GG Allin & the Murder Junkies,"['punk', 'hardcore punk']",8,3eMsaMtE6IzWBQegxOO1nP
The Goo Goo Dolls,[],75,2sil8z5kiy4r76CRTXxBCA
G.G.A,['arabic rap'],41,3Ofbm810VXiC3VaO76oMPP
The Jabbers,"['proto-punk', 'punk', 'hardcore punk']",8,3NGW9GowoZdKAaoWcKI858
Ggunna,[],21,4nmzuykfiHkIfz5ZC0gksO
The GGGG's,[],23,1VhNc66SEhEWOpOs0Vze3m
GGthreat,[],15,2rt3OrhxA6bNBAbdTIx9zm
XTINA GG,[],37,4PS6CG01HPH6t4K2aBzril
Murder Junkies,"['proto-punk', 'punk']",11,3j1h8vcAnhBo86zpNu6fGA
GGK(Vo. Madison McFerrin),[],21,2uNzdjKJNxFV5mrAiQBcxC
Gigi D'Agostino,"['eurodance', 'italo dance']",70,1OAjDaKgg00KCUYqDe68un
gglum,[],24,3AYjDTXEMqJP0h1iXq8eYO
Gummibär,"[""children's music""]",56,6NJb7ZCMVLu2ZXwWJa2O3G
GGOOLLDD,[],10,0AeOqmIHozTkj0uWXOlLr7
Ggoldie,"['amapiano', 'afropiano', 'gqom']",31,43u6aZHgPYfR36lpHCrkdb
GGSkant,[],12,6C0WMSkHOQ3zQfV8eRiaYt
Dj GG,[],37,33KvK0q2DS88QjbZkd8vSo
Ghostemane,"['dark trap', 'horrorcore', 'emo rap', 'cloud rap', 'punk rap', 'rap metal']",68,3uL4UpqShC4p2x1dJutoRW
Ggnewmoney,[],15,7u0pwul2Chh71VSLkFLUB8
Ghost Mountain,"['witch house', 'cloud rap']",45,5Hxx7FpVvps2OZLl6LUfJi
GGI Lijah,[],2,6rKxSN3TgztzCOcBi87ND9
Gguggugi,[],26,0SLGKxtZbiQFfJGtJ8TDTo
ggneeks,[],15,4pbeAHfqsZLqgGJiPnyhXf
GG,['arrocha'],31,7GCdOa0Der0ZfNtMKgHk3t
MMO Jayrod,[],23,1q2h91AveOeDcb5XUTD2b4
GG REMIX,['funkot'],31,0FX8nBe9UQLYCHI3WBA9O1
The Murder Junkies,"['proto-punk', 'punk']",3,6LcXhKO3ZOSQ3kj2WMxtul
Ggrim,"['drift phonk', 'phonk']",18,2PsMVXZifJuhxl5PhBjSsa
G-DRAGON,"['k-pop', 'k-rap']",75,30b9WulBM8sFuBo17nNq9c
Ghost,"['metal', 'hard rock']",72,1Qp56T7n950O3EGMsSl81D
G Herbo,['drill'],69,5QdEbQJ3ylBnc3gsIASAT5
Ghostemane,"['dark trap', 'horrorcore', 'emo rap', 'cloud rap', 'punk rap', 'rap metal']",68,3uL4UpqShC4p2x1dJutoRW
De La Ghetto,"['reggaeton', 'trap latino', 'urbano latino']",78,3EiLUeyEcA6fbRPSHkG5kb
Ghost Mountain,"['witch house', 'cloud rap']",45,5Hxx7FpVvps2OZLl6LUfJi
Ghostface Killah,"['east coast hip hop', 'hardcore hip hop', 'hip hop']",64,6FD0unjzGQhX3b6eMccMJe
George Harrison,[],69,7FIoB5PHdrMZVC3q2HE5MS
Ghais Guevara,"['experimental hip hop', 'hardcore hip hop']",42,7zQ4NNGWgCVWU80Rg6dXOH
Ghost Town,['emo'],45,6MM2Na1OX5kh9QjazXBeIN
Shreya Ghoshal,"['bollywood', 'hindi pop', 'kannada pop', 'desi', 'marathi pop', 'sandalwood', 'bangla pop']",84,0oOet2f43PA68X5RxKobEy
Ghost and Pals,['vocaloid'],58,3Avni6DLpoxtanND8mG5t8
Ghostland Observatory,[],38,2waNUwuthEgcBTFvYo26vo
The Ghost Inside,"['metalcore', 'melodic hardcore', 'hardcore', 'deathcore', 'post-hardcore', 'metal']",54,6kQB2RN7WwryMdJ1MoQh1E
Geto Boys,"['southern hip hop', 'gangster rap', 'g-funk', 'hardcore hip hop', 'horrorcore']",53,3f5fB1YUbkUnW7cf7I0R48
Ghali,['italian trap'],66,3egWSWp7Y4FyCKIyvXbw7L
Ghost Hounds,"['blues rock', 'roots rock', 'gothic country', 'modern blues', 'southern rock', 'country rock']",46,69cpkpEaffiFjwcE19bvor
Ghibli Melodies,[],51,57blRt6P2n4aCXULoy5HbJ
Ghost Bath,['black metal'],34,37Vukf7o6CBPG68BRDpStb
Ghostface Playa,"['phonk', 'drift phonk']",55,5xegBBY3vjR75woVR9kiy7
GHENGAR,"['dubstep', 'riddim', 'deathstep', 'bass music']",41,6g6OqIpMMbEkhhtEODZaGf
Ghost Loft,[],50,4fQHCuys7JZvaQzRvB1kPR
Ghastly,"['bass house', 'dubstep', 'riddim', 'edm']",46,2Sa4c9qKaI7ILJs8D6gUCh
Ghard,"['brazilian trap', 'trap funk', 'trap']",64,32U24zpBrDLj0KMppA1bKf
Ghost Atlas,"['post-hardcore', 'metalcore']",42,67fzMHDSmWInaFqolzknKn
Pastel Ghost,"['witch house', 'darkwave']",66,06O23tLg0or676h8EEzH7W
Ghost Ship,"['christian folk', 'christian alternative rock', 'worship', 'christian']",36,0ZLHgeKZXpxW42i2T2s931
Ghost Town DJs,['miami bass'],48,4JbmXqez7WvTggoxn3UpVT
Ghost-Note,"['jazz funk', 'jazz fusion']",35,55BOGnEb0pUuAgbxAwwbKV
The Ghost of Paul Revere,"['bluegrass', 'folk', 'americana']",43,30fXKjFrJ6I9tfwia1ZZMG
GHOST DATA,"['j-dance', 'vaporwave']",46,042mLfOBpH8OoX8A6sUYhf
Ghoul,"['thrash metal', 'speed metal', 'death metal', 'grindcore']",28,18tW4vhfOqujec0u0U86XI
Ghibran,"['tamil pop', 'kollywood', 'devotional']",60,3jw2v5ZbSWBinNaECXq8cJ
GH,['mexican hip hop'],38,6Jd5jcAPjhgYNQFCcZmK5M
GH,"['thai trap', 'thai hip hop']",39,4VNbwWbzZXDyWiclqpKVKv
Ghea Indrawari,"['indonesian pop', 'malay']",61,3qL7BzwJOXq3EzAio36aLX
GH,[],4,7z5LWfHHinTtFOObRZSGZY
ghostly echoes,[],52,6U65hm7m0hVAVGV0SXNFMw
Gh,[],0,2ZZwfj1ZgGFGlkIeRnWBGy
Ghetto Kids,"['reggaeton mexa', 'reggaeton']",55,6XvKTz2XRPwlry0UdjqoKq
GH,[],4,0fYUu8DnsKXvEiLDQpFYoY
GH,['drill'],2,5s7Hy6YLGbcDqCQ1PKEfPg
Gh,[],0,4gAV0dxCSCi5WjCWJxOaCy
GH,[],0,0kdnDI8yEO0SuNbYlVf0e0
Gh,[],3,5RwLuGofIqb02iFh4GHBrN
Ghosttown,['grime'],44,0N0vqeNgObPiqIVeNZYHKf
GH,[],0,6vZ8wgqymmVXqeQuMKwzlO
Ghost Killer Track,[],56,37S0GFsBW73uqxGXNFeADJ
GH,[],0,1izfoCatn8rGmzeZRaDMtu
GH,[],4,71kF31SyFaZi4fdGRXqHOZ
GH,[],1,3kIwKyqilbXXH32RRb7MAc
GIVĒON,['r&b'],79,4fxd5Ee7UefO4CUXgwJ7IP
Gigi Perez,[],79,1iCnM8foFssWlPRLfAbIwo
girl in red,['bedroom pop'],73,3uwAm6vQy7kWPS2bciKWx9
Drake,"['rap', 'hip hop']",97,3TVXtAsR1Inumwj472S9r4
TV Girl,[],82,0Y6dVaC9DZtPNH4591M42W
Girl Talk,[],48,6awzBEyEEwWHOjLox1DkLr
GIMS,"['french pop', 'pop urbaine']",81,0GOx72r5AAEKRGQFn3xqXK
Gin Blossoms,[],57,6kXp61QMZFPcKMcRPqoiVj
(G)I-DLE,['k-pop'],72,2AfmfGFbe0A0WsTYm0SDTx
Gibran Alcocer,[],71,5nWYvcpaqKtp08cYxjOfFr
Gillian Welch,"['americana', 'bluegrass', 'alt country', 'folk']",52,2H5elA2mJKrHmqkN9GSfkz
Ginuwine,['r&b'],65,7r8RF1tN2A4CiGEplkp1oP
Ginn LEE,[],40,6ulFY3isFB0mK1m8igcqkF
Gilberto Santa Rosa,"['salsa', 'salsa romantica', 'merengue']",69,27vNK840zYq6IfDijHPsv1
Giovannie and the Hired Guns,"['red dirt', 'texas country', 'country rock']",48,0sJqZPLoTiqTqXz4nxKw94
Gigi D'Agostino,"['eurodance', 'italo dance']",70,1OAjDaKgg00KCUYqDe68un
Gigamesh,"['nu disco', 'french house', 'indie dance']",62,1Bo8Afb2Qbjs4x6kJHyjle
Giorgio Moroder,"['italo disco', 'disco']",62,6jU2Tt13MmXYk0ZBv1KmfO
gio.,"['christian hip hop', 'pop worship', 'christian pop', 'christian']",55,5GevjOibFX6uwZ1mTYfhbn
Gipsy Kings,['flamenco'],66,3jc496ljiyrS3ECrD7QiqL
Gil Scott-Heron,"['spoken word', 'jazz funk']",50,0kEfub5RzlZOB2zGomqVSU
Ginger Root,['city pop'],53,4UAW69682T7N0wrABUhqx0
GFRIEND,['k-pop'],65,0qlWcS66ohOIi0M8JZwPft
Girls' Generation,['k-pop'],63,0Sadg1vgvaPqGTOjxu0N6c
Gideon,"['metalcore', 'deathcore', 'hardcore', 'melodic hardcore']",45,3Zj2B8yAi8gHoR8vpsPatZ
Gibbs,[],71,1T4HxOYolAEb5PadIVKdWZ
Chappell Roan,[],87,7GlBOeep6PqTfFi59PTUUN
Giuseppe Verdi,"['opera', 'classical']",62,1JOQXgYdQV2yfrhewqx96o
Gillie Da Kid,[],29,467NioAq9fvSiEnANCOGzE
Giacomo Puccini,"['opera', 'classical']",62,0OzxPXyowUEQ532c9AmHUR
Gibi ASMR,[],48,56r9ccCkwBCSDHIYviwhcv
Brantley Gilbert,"['country', 'country rock', 'country hip hop', 'acoustic country']",66,5q8HGNo0BjLWaTAhRtbwxa
Girly Girl Productions,[],40,2lltcTYhaxOXcz3kbXgFB9
Giant Rooks,[],61,5wD0owYApRtYmjPWavWKvb
Gigolo Y La Exce,"['trap latino', 'reggaeton']",63,7lCRuW6BSXGAsxuQV9lR0i
Prezioso,['italo dance'],64,3iMzbvXlgNUpoFccD60bvr
GI,['soca'],16,3dNcHbAgQx2qzG10aT2xde
Freddie Gibbs,[],67,0Y4inQK6OespitzD6ijMwb
GI,[],13,1PQdgKffrOBbPsvFnuxaHb
Giorgia,"['italian singer-songwriter', 'italo dance']",68,0gm1lHoOXAdy5OB4AwFYRr
Gi,[],8,5GXqgYKJoAp1kDQzaQOcYU
Gizzle,[],57,0xukYGKRRwBWS1N9sfCQoq
GI,['soca'],12,768Ar3AAG5v3ACvtSDprgs
Gia Margaret,[],55,7fnMav7xXJwwjbyWbSjF4C
GI,[],5,1YRGsSshuDPpMUfnLekT96
Gang Starr,"['east coast hip hop', 'hip hop', 'boom bap']",63,5cMgGlA1xGyeAB2ctYlRdZ
Gi,"['gospel r&b', 'gospel']",2,47LGZB5GSG56VoWcqJNWAx
Gi,[],1,39DKH6MDZhrmsbUWLmdbFS
Gianluca Grignani,"['rock en español', 'italian singer-songwriter']",62,0H1InhXaXQPL1aj0mvHemU
GI,[],10,6v7Xzy2ZVDbJcDfc5nZ1Ub
Ghost,"['metal', 'hard rock']",72,1Qp56T7n950O3EGMsSl81D
Gjenklang,[],58,0tdUnUmJpBYAnf128MpI23
Gjesti,[],51,0aaGmctmnPvISKrprVAtU8
Gjermund,[],46,2FZS2EvEvApDSk425z6s4P
gjallarhornit,[],28,6Uck2keCVJhnnIX87gouFn
Ola Gjeilo,['choral'],55,29lbSb4ujaVH5pHnQjFT0G
Ghostemane,"['dark trap', 'horrorcore', 'emo rap', 'cloud rap', 'punk rap', 'rap metal']",68,3uL4UpqShC4p2x1dJutoRW
G Jones,"['bass music', 'glitch', 'drumstep']",37,0gXx2aQ2mfovDfqCw10MQC
GJan,[],42,6fuceMe1tElXcrzMaSjdcy
Gojira,"['metal', 'progressive metal', 'groove metal', 'death metal', 'djent']",65,0GDGKpJFhVpcjIGF8N6Ewt
Elvana Gjata,[],55,6Cej574CUx7dHKuRHBPNp0
Ghostface Killah,"['east coast hip hop', 'hardcore hip hop', 'hip hop']",64,6FD0unjzGQhX3b6eMccMJe
Gjiko,[],42,2GAs9c2EgdZRVUyokP1Nys
Ghost Mountain,"['witch house', 'cloud rap']",45,5Hxx7FpVvps2OZLl6LUfJi
Gjon's Tears,[],39,0RIwEP1SaALlxn9jOVqHfA
Gjermund Skar,[],31,4RSSJPcnIgV5jXjK59hy9S
Gjyste vulaj,[],33,2D3htmo6C8ZKq590cqPjuy
Gjela Mc,[],25,6K0ZWIlrwffAJnaKYzgSqP
Gjeto Luca,[],28,19fPjYHAV5WzFlcAChsPlt
Gjallarhorn,"['black metal', 'folk metal']",1,3vhX93PFMOYhQ70SJcBi7w
Gjenfødt Kultur,"['norwegian rap', 'norwegian pop']",34,1nebg8vKeaq8WqjOccMWxg
GJOVALIN SHANI,[],24,2E4b3ISybUXs40R7Per2IL
Frode Gjermundsen,[],32,2jlnldHu77IxBD89N5cepZ
Seapony,"['dream pop', 'jangle pop', 'chillwave', 'shoegaze', 'surf rock']",27,2oXlRFuAhCNnKcjQDu64GI
Julia Gjertsen,['neoclassical'],32,6dEpJk27D9ijwgvz33icCC
Gjendød,['black metal'],4,0PzfbdaJ30AIVW020v1km4
Gjermund Larsen,[],24,0ARAyJqUxhUlVFTGltkKBw
Gjurmët,[],21,0nAAqkWNz2iPw07VNKspe9
Gjn,[],23,5vCtYmpIfrkhd5CBsnbb38
Ghost and Pals,['vocaloid'],58,3Avni6DLpoxtanND8mG5t8
Gjengen,"['norwegian pop', 'norwegian rap']",29,1Nuzv2yBIHxFXKh70jNKVP
Gummibär,"[""children's music""]",56,6NJb7ZCMVLu2ZXwWJa2O3G
Gjermund Larsen Trio,['folk'],23,6BtMdMLjwxwV29m5nKItze
Black Marble,"['cold wave', 'darkwave', 'post-punk', 'dream pop']",42,6Nii4K84ZzBZS8X2MP8c9t
GJ,"['chinese r&b', 'mandopop', 'taiwanese pop', 'c-pop']",24,5CqbTtX7bCx1A5wn5xMWvh
GJIANO,[],10,2ksziwPQBrVEQ7lR8QBQMd
The Weeknd,[],97,1Xyo4u8uXC1ZmMpatF05PJ
Martin Gjakonovski,['jazz'],28,5v054lI3qAL9w60moMfo61
Ghostland Observatory,[],38,2waNUwuthEgcBTFvYo26vo
Efi Gjika,[],30,3d0ww6avgwVD4syPNJz05p
Ghost Bath,['black metal'],34,37Vukf7o6CBPG68BRDpStb
Nora Gjestvang,[],36,4cjb9b1VB32OIT52hK7Kga
Djo,['psychedelic pop'],74,5p9HO3XC5P3BLxJs5Mtrhm
Espen Gjelstad Gundersen,['christmas'],33,4TfK0MdZBuh2YpdvGWCA73
Ghost Town,['emo'],45,6MM2Na1OX5kh9QjazXBeIN
Gjma,['arabic rap'],18,69mJaxNJceyAZBjPHaIGiE
Ghost Hounds,"['blues rock', 'roots rock', 'gothic country', 'modern blues', 'southern rock', 'country rock']",46,69cpkpEaffiFjwcE19bvor
DJ Gjota,[],35,7fag8GtorwOPyfG7gfDhdr
Aleksander Gjoka,[],27,4z2Ky2tbspznNH1dXpDs7Z
GJ,[],2,62WGD0YAsxchJsL2XF0DG1
GloRilla,[],80,2qoQgPAilErOKCwE2Y8wOG
mgk,[],77,6TIYQ3jFPwQSRmorSezPxX
Gkat,[],22,4CX46ZO686NvuigcYb3UVD
GKhan,"['bhangra', 'punjabi pop']",54,3fxBst8oqDfPvHHrd9wEse
FKA twigs,"['art pop', 'alternative r&b']",70,6nB0iY1cjSY1KyhYyuIIKH
G-k.i.d,"['j-rap', 'hip hop']",54,50xj3nfsSMeJ046DOsee0v
gknister,"['lo-fi beats', 'lo-fi']",41,0fR068DfY5exvbuRLEV0t7
Glass Animals,[],75,4yvcSjfu4PC0CYQyLy4wSq
Prodgk,"['punjabi hip hop', 'punjabi pop', 'bhangra', 'desi']",59,2E6ODN4Dna1vkh6s8sxHC0
glaive,"['hyperpop', 'glitch']",64,4cJKDGSv4Dz9QycXYmo565
Dj Gk7 Original,"['phonk', 'brazilian funk']",43,7tiJgTm0H2F1qtsjzVVWqB
Glokk40Spaz,['underground hip hop'],62,7p9z8XOXVNeBNvs9EOxX2W
G-Krazy,['punjabi pop'],25,5T1bs9YdKYHk4DSn8PEa89
Glen Campbell,[],62,59hLmB5DrdihCYtNeFeW1U
G.KIng Gargantuan,[],19,4ozKzJ8uF2hwThL0aEWe1t
Glee Cast,['christmas'],69,0SCbttzoZTnLFebDYmAWCm
Gktrk,['tropical house'],22,2hoTdea8RAt8OxW7RIcR6d
Gloria Trevi,['latin pop'],72,1Db5GsIoVWYktPoD2nnPZZ
FKJ,[],68,2FwDTncULUnmANIh7qKa5z
GKB,"['kollywood', 'tamil pop']",30,748c7ljswxC7ExDdBsGsAj
GKI Pengampon,[],30,1M4jK7bcWAw7VpKm6rN8uU
GKR,[],22,1fQPpcnywbZLuxhA1551rO
GKCHP,[],20,3FzXZCc1P6DOh1O3wAVeo9
Glare,"['shoegaze', 'slowcore']",56,2dXj6aC3DsxoTDyhk3u4gl
GK Moe,"['gospel r&b', 'christian hip hop']",20,3PJJT5DpZRVjAzIa8pekh6
G. K. Chesterton,[],23,0oeuoUJQ8LvVe46i3sKSDO
GKBishop,[],10,0bMjXkMEtNq3vn9ULPuOIU
Glenn Miller,"['big band', 'swing music', 'jazz']",56,2aAHdB5HweT3mFcRzm0swc
IGNITE GKI,['worship'],39,65xcSIZjq3i6OZt4UZy9CL
Glizzyfrr,[],19,0F1tCJn6YUJVHbS5JBMqW4
DJ GK7 ORIGINAL,['phonk'],34,0p3ZFAeouSdrQcdYwMrxhM
Gknspaz,[],2,22S1nr96CRk2PX04O8AWX8
GK,[],15,1x3d34GKlA2nl61AtDkdqO
Gkdar1,[],2,3FcidgrdLPxiij3aJxeWxi
gkdagreat,[],8,2wrO25iJBmG2I8IhXsfBMa
Glorb,['meme rap'],57,6YeB9qnbI47owfAXWhctih
G Kuru,[],19,3o9X7P4ZFODHCXfok4RU4L
Doechii,[],86,4E2rKHVDssGJm2SCDOMMJB
Gk,[],8,1boEkprFpGXCsYkJJKpymK
GKO,"['drone', 'classical piano']",7,6jz7Cd5XCrr9mNaUGMebny
Gktv,[],8,2EvBpSYWnLnxOLiPM4pVD0
Drake,"['rap', 'hip hop']",97,3TVXtAsR1Inumwj472S9r4
Glass Beams,[],53,1LTFJvVvRw7ghAyThxYmnF
GKLEMZ,['rocksteady'],12,6rT6scDe06rhE4IqyOoRil
gkawesomesauce,[],0,0Lt7JeQElD8WCNFF0kY24d
Gk,['boom bap'],8,4MsJsp6MTuV1714wkDXwJ4
Glen Hansard,[],52,3Caot8EtHX6wLpNF2wRzS0
G.K. Bowes,[],14,0bGQm05LiZ40gvXKGNY8dY
Gkbaby,[],0,6ZF1uxtWD62DIBS7Ptc18T
GK,[],14,3gXwiXeIsKwsN6yN9TeVl9
GloRilla,[],80,2qoQgPAilErOKCwE2Y8wOG
Glass Animals,[],75,4yvcSjfu4PC0CYQyLy4wSq
Glokk40Spaz,['underground hip hop'],62,7p9z8XOXVNeBNvs9EOxX2W
glaive,"['hyperpop', 'glitch']",64,4cJKDGSv4Dz9QycXYmo565
Childish Gambino,[],79,73sIBHcqh3Z3NyqHKZ7FOL
Glizzyfrr,[],19,0F1tCJn6YUJVHbS5JBMqW4
Glorb,['meme rap'],57,6YeB9qnbI47owfAXWhctih
Glee Cast,['christmas'],69,0SCbttzoZTnLFebDYmAWCm
9lokknine,[],62,0ceH34CATvfgphxnLRWFkm
Glass Beams,[],53,1LTFJvVvRw7ghAyThxYmnF
Key Glock,['memphis rap'],75,0RESbWvOMyua0yuyVrztJ5
Gloria Trevi,['latin pop'],72,1Db5GsIoVWYktPoD2nnPZZ
Glen Campbell,[],62,59hLmB5DrdihCYtNeFeW1U
Glassjaw,"['post-hardcore', 'screamo', 'emocore']",50,7nt6S4klYHg4I7Q4lTSmc0
Glowing Aura,[],65,3iNzxiR7nIugmqira3mjhb
Gloria Estefan,[],63,5IFCkqu9J6xdWeYMk5I889
Glare,"['shoegaze', 'slowcore']",56,2dXj6aC3DsxoTDyhk3u4gl
Gloria Gaynor,['disco'],64,6V6WCgi7waF55bJmylC4H5
Glixen,"['shoegaze', 'slowcore']",37,3eimPofmo9TuKJTgpM9Bcj
Gladys Knight & The Pips,"['motown', 'soul', 'northern soul']",58,0TF2NxkJZPQoX1H53rEFM1
Sexyy Red,[],80,3DbwFQlvLxRSi2uX8mf81A
Glenn Miller,"['big band', 'swing music', 'jazz']",56,2aAHdB5HweT3mFcRzm0swc
The Glitch Mob,"['glitch', 'dubstep']",58,3a9qv6NLHnsVxJUtKOMHvD
Glizzy,[],7,1A4V46uIfqa1ZhRvUf3Yxv
GLC,[],56,2hZ6jVi1cao5VlJHAEPzU7
Gloria Groove,"['brazilian pop', 'funk pop', 'pagode', 'brazilian funk']",70,7rXMvXRnWHaSwnVvPeUUfw
Philippe Entremont,"['classical', 'classical piano']",57,4x2fCu6MNErew0pb64yOBO
Gleemer,"['shoegaze', 'slowcore', 'dream pop', 'midwest emo']",39,4UjrcYERvCDC44O0uBSOFa
glass beach,[],49,4gHs8pWsgZpndQZKs6QVRH
GLXXMSTRIDER,['phonk'],61,5Vd9shhZpzTYaaZ6KQNnjU
SZA,['r&b'],95,7tYKF4w9nC0nq9CsPZTHyP
Glass Trio,['jazz'],56,2RfscHz3ooemLWvQslMeqm
Megan Thee Stallion,[],80,181bsRPaVXVlUKXrxwZfHK
Jess Glynne,[],73,4ScCswdRlyA23odg9thgIO
Glitterer,['shoegaze'],36,2bTjArGDYivNxnYFH5jUcj
Glenn Gould,"['classical piano', 'classical']",57,13dkPjqmbcchm8cXjEJQeP
Glitterfox,[],28,7sTGtcslsxEgrgfLdmuwgJ
Glenn Danzig,[],51,71OjDxLFjWGQFpzU1VpN5d
gladde paling,"['gabber', 'drum and bass']",43,6GVd3327JY65jGWX4X3wHS
G. Love & Special Sauce,['surf rock'],49,74fkl73HDlCXw0l6cemB89
Gloryhammer,"['power metal', 'pirate metal', 'symphonic metal', 'folk metal', 'melodic metal', 'metal']",52,7dkEByOe0oHqc54qU4hwzV
Miami Sound Machine,[],56,18xgcedCGxFbqLbIQn5R8F
Glen Hansard,[],52,3Caot8EtHX6wLpNF2wRzS0
Glenn Frey,[],55,3vMWY1bUrmYoSoEWLiQWOZ
glichery,"['phonk', 'drift phonk']",58,7xD76cR2sg2mAH29zBGnks
GL,[],18,2U8rAkaYWwW911rFXjcDyM
Gloc-9,"['pinoy hip hop', 'opm', 'pinoy rock', 'pinoy alternative', 'pinoy r&b', 'p-pop']",63,7HJDRQAfEcFiARVehhM6qD
GL,[],10,4fotYgdGM1BTb15wmTCJKp
Christoph Willibald Gluck,"['classical', 'opera']",54,7vfydQ0nVBVgJ0ajs8EtRM
Gl,[],5,2ZyfNgeSVjr6jclqDbeIaZ
GmoneyDt,[],47,6pvsJaUjR3yONUm4NJGZq4
